palabra,nlet,acen,ace_i,ace_f,voc,v_op,v_cl,repet,cons,p_alin,p_cons,v_ini,v_fin,cont_e,cont_a,cont_o,cont_s,cont_r,cont_n,cont_j,cont_m,cont_k,cont_w,propio
acatamiento,11,0,0,0,6,1,5,0,5,6,3,1,1,1,3,1,0,0,1,0,1,0,0,0.0
acatanca,8,0,0,0,4,0,4,0,4,5,-2,1,1,0,4,0,0,0,1,0,0,0,0,0.0
acatar,6,0,0,0,3,0,3,0,3,5,-3,1,0,0,3,0,0,1,0,0,0,0,0,0.0
acatarrar,9,0,0,0,4,0,4,1,5,6,-10,1,0,0,4,0,0,3,0,0,0,0,0,0.0
acates,6,0,0,0,3,0,3,0,3,5,-3,1,0,1,2,0,1,0,0,0,0,0,0,0.0
acato,5,0,0,0,3,0,3,0,2,4,2,1,1,0,2,1,0,0,0,0,0,0,0,0.0
acatólico,9,1,1,0,5,1,4,0,4,8,4,1,1,0,2,1,0,0,0,0,0,0,0,0.0
acaudalado,10,0,0,0,6,1,5,0,4,7,7,1,1,0,4,1,0,0,0,0,0,0,0,0.0
acaudalador,11,0,0,0,6,1,5,0,5,8,-3,1,0,0,4,1,0,1,0,0,0,0,0,0.0
acaudalar,9,0,0,0,5,1,4,0,4,6,-2,1,0,0,4,0,0,1,0,0,0,0,0,0.0
acaudillador,12,0,0,0,6,2,4,1,6,7,-10,1,0,0,3,1,0,1,0,0,0,0,0,0.0
acaudillamiento,15,0,0,0,8,3,5,1,7,6,1,1,1,1,3,1,0,0,1,0,1,0,0,0.0
acaudillar,10,0,0,0,5,2,3,1,5,5,-9,1,0,0,3,0,0,1,0,0,0,0,0,0.0
acaule,6,0,0,0,4,1,3,0,2,3,5,1,1,1,2,0,0,0,0,0,0,0,0,0.0
acautelarse,11,0,0,0,6,1,5,0,5,6,-1,1,1,2,3,0,1,1,0,0,0,0,0,0.0
acañaverear,11,0,0,0,6,0,6,0,5,8,3,1,0,2,4,0,0,2,0,0,0,0,0,0.0
acañonear,9,0,0,0,5,0,5,0,4,6,2,1,0,1,3,1,0,1,1,0,0,0,0,0.0
acañutado,9,0,0,0,5,1,4,0,4,8,4,1,1,0,3,1,0,0,0,0,0,0,0,0.0
acceder,7,0,0,0,3,0,3,1,4,4,-5,1,0,2,1,0,0,1,0,0,0,0,0,0.0
accesibilidad,13,0,0,0,6,3,3,1,7,10,-8,1,0,1,2,0,1,0,0,0,0,0,0,0.0
accesible,9,0,0,0,4,1,3,1,5,4,-4,1,1,2,1,0,1,0,0,0,0,0,0,0.0
accesional,10,0,0,0,5,1,4,1,5,5,-1,1,0,1,2,1,1,0,1,0,0,0,0,0.0
accesión,8,1,0,1,4,1,3,1,4,3,0,1,0,1,1,0,1,0,1,0,0,0,0,0.0
acceso,6,0,0,0,3,0,3,1,3,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0.0
accesoria,9,0,0,0,5,1,4,1,4,4,10,1,1,1,2,1,1,1,0,0,0,0,0,0.0
accesoriamente,14,0,0,0,7,1,6,1,7,7,1,1,1,3,2,1,1,1,1,0,1,0,0,0.0
accesorio,9,0,0,0,5,1,4,1,4,4,10,1,1,1,1,2,1,1,0,0,0,0,0,0.0
accidentabilidad,16,0,0,0,7,3,4,1,9,11,-16,1,0,1,3,0,0,0,1,0,0,0,0,0.0
accidentadamente,16,0,0,0,7,1,6,1,9,9,-14,1,1,3,3,0,0,0,2,0,1,0,0,0.0
accidentado,11,0,0,0,5,1,4,1,6,6,-3,1,1,1,2,1,0,0,1,0,0,0,0,0.0
accidental,10,0,0,0,4,1,3,1,6,5,-13,1,0,1,2,0,0,0,1,0,0,0,0,0.0
accidentalidad,14,0,0,0,6,2,4,1,8,9,-15,1,0,1,3,0,0,0,1,0,0,0,0,0.0
accidentalmente,15,0,0,0,6,1,5,1,9,6,-23,1,1,3,2,0,0,0,2,0,1,0,0,0.0
accidentar,10,0,0,0,4,1,3,1,6,5,-13,1,0,1,2,0,0,1,1,0,0,0,0,0.0
accidentariamente,17,0,0,0,8,2,6,1,9,8,-4,1,1,3,3,0,0,1,2,0,1,0,0,0.0
accidentario,12,0,0,0,6,2,4,1,6,5,8,1,1,1,2,1,0,1,1,0,0,0,0,0.0
accidente,9,0,0,0,4,1,3,1,5,4,-4,1,1,2,1,0,0,0,1,0,0,0,0,0.0
accionado,9,0,0,0,5,1,4,1,4,4,6,1,1,0,2,2,0,0,1,0,0,0,0,0.0
accionamiento,13,0,0,0,7,2,5,1,6,4,6,1,1,1,2,2,0,0,2,0,1,0,0,0.0
accionar,8,0,0,0,4,1,3,1,4,3,-2,1,0,0,2,1,0,1,1,0,0,0,0,0.0
accionariado,12,0,0,0,7,2,5,1,5,5,16,1,1,0,3,2,0,1,1,0,0,0,0,0.0
accionarial,11,0,0,0,6,2,4,1,5,4,5,1,0,0,3,1,0,1,1,0,0,0,0,0.0
accionario,10,0,0,0,6,2,4,1,4,3,15,1,1,0,2,2,0,1,1,0,0,0,0,0.0
accionista,10,0,0,0,5,2,3,1,5,3,-1,1,1,0,2,1,1,0,1,0,0,0,0,0.0
accitano,8,0,0,0,4,1,3,1,4,5,2,1,1,0,2,1,0,0,1,0,0,0,0,0.0
acción,6,1,0,1,3,1,2,1,3,1,-1,1,0,0,1,0,0,0,1,0,0,0,0,0.0
accésit,7,1,1,0,3,1,2,1,4,4,-5,1,0,0,1,0,1,0,0,0,0,0,0,0.0
acebadamiento,13,0,0,0,7,1,6,0,6,8,4,1,1,2,3,1,0,0,1,0,1,0,0,0.0
acebadar,8,0,0,0,4,0,4,0,4,7,-4,1,0,1,3,0,0,1,0,0,0,0,0,0.0
acebal,6,0,0,0,3,0,3,0,3,5,-3,1,0,1,2,0,0,0,0,0,0,0,0,0.0
acebeda,7,0,0,0,4,0,4,0,3,6,3,1,1,2,2,0,0,0,0,0,0,0,0,0.0
acebedo,7,0,0,0,4,0,4,0,3,6,3,1,1,2,1,1,0,0,0,0,0,0,0,0.0
acebibe,7,0,0,0,4,1,3,0,3,6,3,1,1,2,1,0,0,0,0,0,0,0,0,0.0
acebo,5,0,0,0,3,0,3,0,2,4,2,1,1,1,1,1,0,0,0,0,0,0,0,0.0
acebollado,10,0,0,0,5,0,5,1,5,7,-1,1,1,1,2,2,0,0,0,0,0,0,0,0.0
acebolladura,12,0,0,0,6,1,5,1,6,9,0,1,1,1,3,1,0,1,0,0,0,0,0,0.0
acebrado,8,0,0,0,4,0,4,0,4,5,0,1,1,1,2,1,0,1,0,0,0,0,0,0.0
acebuchal,9,0,0,0,4,1,3,0,5,6,-10,1,0,1,2,0,0,0,0,0,0,0,0,0.0
acebuche,8,0,0,0,4,1,3,0,4,5,-2,1,1,2,1,0,0,0,0,0,0,0,0,0.0
acebucheno,10,0,0,0,5,1,4,0,5,7,-1,1,1,2,1,1,0,0,1,0,0,0,0,0.0
acebuchina,10,0,0,0,5,2,3,0,5,7,-1,1,1,1,2,0,0,0,1,0,0,0,0,0.0
acechadera,10,0,0,0,5,0,5,0,5,7,1,1,1,2,3,0,0,1,0,0,0,0,0,0.0
acechadero,10,0,0,0,5,0,5,0,5,7,1,1,1,2,2,1,0,1,0,0,0,0,0,0.0
acechador,9,0,0,0,4,0,4,0,5,6,-8,1,0,1,2,1,0,1,0,0,0,0,0,0.0
acechamiento,12,0,0,0,6,1,5,0,6,5,0,1,1,2,2,1,0,0,1,0,1,0,0,0.0
acechanza,9,0,0,0,4,0,4,0,5,4,-6,1,1,1,3,0,0,0,1,0,0,0,0,0.0
acechar,7,0,0,0,3,0,3,0,4,4,-7,1,0,1,2,0,0,1,0,0,0,0,0,0.0
aceche,6,0,0,0,3,0,3,0,3,3,-1,1,1,2,1,0,0,0,0,0,0,0,0,0.0
acecho,6,0,0,0,3,0,3,0,3,3,-1,1,1,1,1,1,0,0,0,0,0,0,0,0.0
acechón,7,1,0,1,3,0,3,0,4,4,-7,1,0,1,1,0,0,0,1,0,0,0,0,0.0
acecido,7,0,0,0,4,1,3,0,3,6,3,1,1,1,1,1,0,0,0,0,0,0,0,0.0
acecinar,8,0,0,0,4,1,3,0,4,7,-4,1,0,1,2,0,0,1,1,0,0,0,0,0.0
acedamente,10,0,0,0,5,0,5,0,5,7,-3,1,1,3,2,0,0,0,1,0,1,0,0,0.0
acedar,6,0,0,0,3,0,3,0,3,5,-3,1,0,1,2,0,0,1,0,0,0,0,0,0.0
acedera,7,0,0,0,4,0,4,0,3,6,3,1,1,2,2,0,0,1,0,0,0,0,0,0.0
acederaque,10,0,0,0,6,1,5,0,4,7,13,1,1,3,2,0,0,1,0,0,0,0,0,0.0
acederilla,10,0,0,0,5,1,4,1,5,7,-3,1,1,2,2,0,0,1,0,0,0,0,0,0.0
acederón,8,1,0,1,4,0,4,0,4,7,-4,1,0,2,1,0,0,1,1,0,0,0,0,0.0
acedia,6,0,0,0,4,1,3,0,2,3,7,1,1,1,2,0,0,0,0,0,0,0,0,0.0
acedo,5,0,0,0,3,0,3,0,2,4,2,1,1,1,1,1,0,0,0,0,0,0,0,0.0
acedura,7,0,0,0,4,1,3,0,3,6,3,1,1,1,2,0,0,1,0,0,0,0,0,0.0
acedía,6,1,0,1,4,1,3,0,2,3,7,1,1,1,2,0,0,0,0,0,0,0,0,0.0
acefalia,8,0,0,0,5,1,4,0,3,5,10,1,1,1,3,0,0,0,0,0,0,0,0,0.0
acefalismo,10,0,0,0,5,1,4,0,5,7,-3,1,1,1,2,1,1,0,0,0,1,0,0,0.0
acefalía,8,1,0,1,5,1,4,0,3,5,10,1,1,1,3,0,0,0,0,0,0,0,0,0.0
aceifa,6,0,0,0,4,1,3,0,2,3,5,1,1,1,2,0,0,0,0,0,0,0,0,0.0
aceitada,8,0,0,0,5,1,4,0,3,5,6,1,1,1,3,0,0,0,0,0,0,0,0,0.0
aceitar,7,0,0,0,4,1,3,0,3,4,-1,1,0,1,2,0,0,1,0,0,0,0,0,0.0
aceitazo,8,0,0,0,5,1,4,0,3,5,6,1,1,1,2,1,0,0,0,0,0,0,0,0.0
aceite,6,0,0,0,4,1,3,0,2,3,5,1,1,2,1,0,0,0,0,0,0,0,0,0.0
aceitera,8,0,0,0,5,1,4,0,3,5,6,1,1,2,2,0,0,1,0,0,0,0,0,0.0
aceitero,8,0,0,0,5,1,4,0,3,5,6,1,1,2,1,1,0,1,0,0,0,0,0,0.0
aceitería,9,1,0,1,6,2,4,0,3,4,14,1,1,2,2,0,0,1,0,0,0,0,0,0.0
aceitoso,8,0,0,0,5,1,4,0,3,5,6,1,1,1,1,2,1,0,0,0,0,0,0,0.0
aceituna,8,0,0,0,5,2,3,0,3,5,6,1,1,1,2,0,0,0,1,0,0,0,0,0.0
aceitunado,10,0,0,0,6,2,4,0,4,7,7,1,1,1,2,1,0,0,1,0,0,0,0,0.0
aceitunero,10,0,0,0,6,2,4,0,4,7,7,1,1,2,1,1,0,1,1,0,0,0,0,0.0
aceitunil,9,0,0,0,5,3,2,0,4,6,-2,1,0,1,1,0,0,0,1,0,0,0,0,0.0
aceitunillo,11,0,0,0,6,3,3,1,5,6,-1,1,1,1,1,1,0,0,1,0,0,0,0,0.0
aceituno,8,0,0,0,5,2,3,0,3,5,6,1,1,1,1,1,0,0,1,0,0,0,0,0.0
aceituní,8,1,0,1,5,3,2,0,3,5,6,1,1,1,1,0,0,0,1,0,0,0,0,0.0
aceitón,7,1,0,1,4,1,3,0,3,4,-1,1,0,1,1,0,0,0,1,0,0,0,0,0.0
acejero,7,0,0,0,4,0,4,0,3,6,3,1,1,2,1,1,0,1,0,1,0,0,0,0.0
acelajado,9,0,0,0,5,0,5,0,4,8,4,1,1,1,3,1,0,0,0,1,0,0,0,0.0
aceleración,11,1,0,1,6,1,5,0,5,8,3,1,0,2,2,0,0,1,1,0,0,0,0,0.0
acelerada,9,0,0,0,5,0,5,0,4,8,4,1,1,2,3,0,0,1,0,0,0,0,0,0.0
aceleradamente,14,0,0,0,7,0,7,0,7,11,-5,1,1,4,3,0,0,1,1,0,1,0,0,0.0
acelerado,9,0,0,0,5,0,5,0,4,8,4,1,1,2,2,1,0,1,0,0,0,0,0,0.0
acelerador,10,0,0,0,5,0,5,0,5,9,-5,1,0,2,2,1,0,2,0,0,0,0,0,0.0
aceleramiento,13,0,0,0,7,1,6,0,6,8,4,1,1,3,2,1,0,1,1,0,1,0,0,0.0
acelerar,8,0,0,0,4,0,4,0,4,7,-4,1,0,2,2,0,0,2,0,0,0,0,0,0.0
aceleratriz,11,0,0,0,5,1,4,0,6,8,-13,1,0,2,2,0,0,2,0,0,0,0,0,0.0
acelerómetro,12,1,1,0,6,0,6,0,6,9,-4,1,1,3,1,1,0,2,0,0,1,0,0,0.0
acelerón,8,1,0,1,4,0,4,0,4,7,-4,1,0,2,1,0,0,1,1,0,0,0,0,0.0
acelga,6,0,0,0,3,0,3,0,3,3,-1,1,1,1,2,0,0,0,0,0,0,0,0,0.0
acemilado,9,0,0,0,5,1,4,0,4,8,4,1,1,1,2,1,0,0,0,0,1,0,0,0.0
acemilar,8,0,0,0,4,1,3,0,4,7,-4,1,0,1,2,0,0,1,0,0,1,0,0,0.0
acemilero,9,0,0,0,5,1,4,0,4,8,4,1,1,2,1,1,0,1,0,0,1,0,0,0.0
acemilería,10,1,0,1,6,2,4,0,4,7,13,1,1,2,2,0,0,1,0,0,1,0,0,0.0
acemita,7,0,0,0,4,1,3,0,3,6,3,1,1,1,2,0,0,0,0,0,1,0,0,0.0
acemite,7,0,0,0,4,1,3,0,3,6,3,1,1,2,1,0,0,0,0,0,1,0,0,0.0
acender,7,0,0,0,3,0,3,0,4,4,-7,1,0,2,1,0,0,1,1,0,0,0,0,0.0
acendrado,9,0,0,0,4,0,4,0,5,4,-4,1,1,1,2,1,0,1,1,0,0,0,0,0.0
acendramiento,13,0,0,0,6,1,5,0,7,4,-4,1,1,2,2,1,0,1,2,0,1,0,0,0.0
acendrar,8,0,0,0,3,0,3,0,5,3,-12,1,0,1,2,0,0,2,1,0,0,0,0,0.0
acenefa,7,0,0,0,4,0,4,0,3,6,3,1,1,2,2,0,0,0,1,0,0,0,0,0.0
acenoria,8,0,0,0,5,1,4,0,3,5,10,1,1,1,2,1,0,1,1,0,0,0,0,0.0
acensar,7,0,0,0,3,0,3,0,4,4,-7,1,0,1,2,0,1,1,1,0,0,0,0,0.0
acensuador,10,0,0,0,5,1,4,0,5,5,-3,1,0,1,2,1,1,1,1,0,0,0,0,0.0
acensuar,8,0,0,0,4,1,3,0,4,3,-2,1,0,1,2,0,1,1,1,0,0,0,0,0.0
acento,6,0,0,0,3,0,3,0,3,3,-1,1,1,1,1,1,0,0,1,0,0,0,0,0.0
acentuación,11,1,0,1,6,2,4,0,5,4,5,1,0,1,2,0,0,0,2,0,0,0,0,0.0
acentuadamente,14,0,0,0,7,1,6,0,7,7,-3,1,1,3,3,0,0,0,2,0,1,0,0,0.0
acentual,8,0,0,0,4,1,3,0,4,3,-2,1,0,1,2,0,0,0,1,0,0,0,0,0.0
acentuar,8,0,0,0,4,1,3,0,4,3,-2,1,0,1,2,0,0,1,1,0,0,0,0,0.0
acepar,6,0,0,0,3,0,3,0,3,5,-3,1,0,1,2,0,0,1,0,0,0,0,0,0.0
acepción,8,1,0,1,4,1,3,0,4,3,-2,1,0,1,1,0,0,0,1,0,0,0,0,0.0
acepilladura,12,0,0,0,6,2,4,1,6,9,0,1,1,1,3,0,0,1,0,0,0,0,0,0.0
acepillar,9,0,0,0,4,1,3,1,5,6,-10,1,0,1,2,0,0,1,0,0,0,0,0,0.0
aceptabilidad,13,0,0,0,6,2,4,0,7,10,-10,1,0,1,3,0,0,0,0,0,0,0,0,0.0
aceptable,9,0,0,0,4,0,4,0,5,4,-6,1,1,2,2,0,0,0,0,0,0,0,0,0.0
aceptación,10,1,0,1,5,1,4,0,5,5,-1,1,0,1,2,0,0,0,1,0,0,0,0,0.0
aceptadamente,13,0,0,0,6,0,6,0,7,8,-8,1,1,3,3,0,0,0,1,0,1,0,0,0.0
aceptador,9,0,0,0,4,0,4,0,5,6,-8,1,0,1,2,1,0,1,0,0,0,0,0,0.0
aceptar,7,0,0,0,3,0,3,0,4,4,-7,1,0,1,2,0,0,1,0,0,0,0,0,0.0
acepto,6,0,0,0,3,0,3,0,3,3,-1,1,1,1,1,1,0,0,0,0,0,0,0,0.0
aceptor,7,0,0,0,3,0,3,0,4,4,-7,1,0,1,1,1,0,1,0,0,0,0,0,0.0
acequia,7,0,0,0,5,2,3,0,2,2,13,1,1,1,2,0,0,0,0,0,0,0,0,0.0
acequiaje,9,0,0,0,6,2,4,0,3,4,14,1,1,2,2,0,0,0,0,1,0,0,0,0.0
acequiar,8,0,0,0,5,2,3,0,3,3,6,1,0,1,2,0,0,1,0,0,0,0,0,0.0
acequiero,9,0,0,0,6,2,4,0,3,4,14,1,1,2,1,1,0,1,0,0,0,0,0,0.0
acera,5,0,0,0,3,0,3,0,2,4,2,1,1,1,2,0,0,1,0,0,0,0,0,0.0
aceración,9,1,0,1,5,1,4,0,4,6,2,1,0,1,2,0,0,1,1,0,0,0,0,0.0
acerado,7,0,0,0,4,0,4,0,3,6,3,1,1,1,2,1,0,1,0,0,0,0,0,0.0
acerar,6,0,0,0,3,0,3,0,3,5,-3,1,0,1,2,0,0,2,0,0,0,0,0,0.0
acerbamente,11,0,0,0,5,0,5,0,6,6,-7,1,1,3,2,0,0,1,1,0,1,0,0,0.0
acerbidad,9,0,0,0,4,1,3,0,5,6,-8,1,0,1,2,0,0,1,0,0,0,0,0,0.0
acerbo,6,0,0,0,3,0,3,0,3,3,-1,1,1,1,1,1,0,1,0,0,0,0,0,0.0
acerca,6,0,0,0,3,0,3,0,3,3,-1,1,1,1,2,0,0,1,0,0,0,0,0,0.0
acercador,9,0,0,0,4,0,4,0,5,6,-8,1,0,1,2,1,0,2,0,0,0,0,0,0.0
acercamiento,12,0,0,0,6,1,5,0,6,5,0,1,1,2,2,1,0,1,1,0,1,0,0,0.0
acercanza,9,0,0,0,4,0,4,0,5,4,-6,1,1,1,3,0,0,1,1,0,0,0,0,0.0
acercar,7,0,0,0,3,0,3,0,4,4,-7,1,0,1,2,0,0,2,0,0,0,0,0,0.0
acerería,8,1,0,1,5,1,4,0,3,5,10,1,1,2,2,0,0,2,0,0,0,0,0,0.0
acerico,7,0,0,0,4,1,3,0,3,6,3,1,1,1,1,1,0,1,0,0,0,0,0,0.0
acerillo,8,0,0,0,4,1,3,1,4,5,-2,1,1,1,1,1,0,1,0,0,0,0,0,0.0
acerino,7,0,0,0,4,1,3,0,3,6,3,1,1,1,1,1,0,1,1,0,0,0,0,0.0
acerista,8,0,0,0,4,1,3,0,4,5,-2,1,1,1,2,0,1,1,0,0,0,0,0,0.0
acernadar,9,0,0,0,4,0,4,0,5,6,-8,1,0,1,3,0,0,2,1,0,0,0,0,0.0
acero,5,0,0,0,3,0,3,0,2,4,2,1,1,1,1,1,0,1,0,0,0,0,0,0.0
acerola,7,0,0,0,4,0,4,0,3,6,3,1,1,1,2,1,0,1,0,0,0,0,0,0.0
acerolo,7,0,0,0,4,0,4,0,3,6,3,1,1,1,1,2,0,1,0,0,0,0,0,0.0
acerrojar,9,0,0,0,4,0,4,1,5,6,-8,1,0,1,2,1,0,3,0,1,0,0,0,0.0
acertado,8,0,0,0,4,0,4,0,4,5,0,1,1,1,2,1,0,1,0,0,0,0,0,0.0
acertador,9,0,0,0,4,0,4,0,5,6,-8,1,0,1,2,1,0,2,0,0,0,0,0,0.0
acertajo,8,0,0,0,4,0,4,0,4,5,0,1,1,1,2,1,0,1,0,1,0,0,0,0.0
acertajón,9,1,0,1,4,0,4,0,5,6,-8,1,0,1,2,0,0,1,1,1,0,0,0,0.0
acertamiento,12,0,0,0,6,1,5,0,6,5,0,1,1,2,2,1,0,1,1,0,1,0,0,0.0
acertante,9,0,0,0,4,0,4,0,5,4,-6,1,1,2,2,0,0,1,1,0,0,0,0,0.0
acertar,7,0,0,0,3,0,3,0,4,4,-7,1,0,1,2,0,0,2,0,0,0,0,0,0.0
acertero,8,0,0,0,4,0,4,0,4,5,0,1,1,2,1,1,0,2,0,0,0,0,0,0.0
acertijo,8,0,0,0,4,1,3,0,4,5,0,1,1,1,1,1,0,1,0,1,0,0,0,0.0
aceruelo,8,0,0,0,5,1,4,0,3,5,8,1,1,2,1,1,0,1,0,0,0,0,0,0.0
acervar,7,0,0,0,3,0,3,0,4,4,-7,1,0,1,2,0,0,2,0,0,0,0,0,0.0
acervo,6,0,0,0,3,0,3,0,3,3,-1,1,1,1,1,1,0,1,0,0,0,0,0,0.0
aceráceo,8,1,1,0,5,0,5,0,3,5,10,1,1,2,1,1,0,1,0,0,0,0,0,0.0
acería,6,1,0,1,4,1,3,0,2,3,7,1,1,1,2,0,0,1,0,0,0,0,0,0.0
aceríneo,8,1,1,0,5,1,4,0,3,5,10,1,1,2,1,1,0,1,1,0,0,0,0,0.0
acescencia,10,0,0,0,5,1,4,0,5,3,3,1,1,2,2,0,1,0,1,0,0,0,0,0.0
acescente,9,0,0,0,4,0,4,0,5,4,-6,1,1,3,1,0,1,0,1,0,0,0,0,0.0
acetal,6,0,0,0,3,0,3,0,3,5,-3,1,0,1,2,0,0,0,0,0,0,0,0,0.0
acetaldehído,12,1,0,1,6,1,5,0,6,9,0,1,1,2,2,1,0,0,0,0,0,0,0,0.0
acetar,6,0,0,0,3,0,3,0,3,5,-3,1,0,1,2,0,0,1,0,0,0,0,0,0.0
acetato,7,0,0,0,4,0,4,0,3,6,3,1,1,1,2,1,0,0,0,0,0,0,0,0.0
acetificación,13,1,0,1,7,3,4,0,6,10,4,1,0,1,2,0,0,0,1,0,0,0,0,0.0
acetificador,12,0,0,0,6,2,4,0,6,11,-6,1,0,1,2,1,0,1,0,0,0,0,0,0.0
acetificar,10,0,0,0,5,2,3,0,5,9,-5,1,0,1,2,0,0,1,0,0,0,0,0,0.0
acetileno,9,0,0,0,5,1,4,0,4,8,4,1,1,2,1,1,0,0,1,0,0,0,0,0.0
acetilo,7,0,0,0,4,1,3,0,3,6,3,1,1,1,1,1,0,0,0,0,0,0,0,0.0
acetimetría,11,1,0,1,6,2,4,0,5,6,7,1,1,2,2,0,0,1,0,0,1,0,0,0.0
acetite,7,0,0,0,4,1,3,0,3,6,3,1,1,2,1,0,0,0,0,0,0,0,0,0.0
aceto,5,0,0,0,3,0,3,0,2,4,2,1,1,1,1,1,0,0,0,0,0,0,0,0.0
acetona,7,0,0,0,4,0,4,0,3,6,3,1,1,1,2,1,0,0,1,0,0,0,0,0.0
acetosa,7,0,0,0,4,0,4,0,3,6,3,1,1,1,2,1,1,0,0,0,0,0,0,0.0
acetosidad,10,0,0,0,5,1,4,0,5,9,-5,1,0,1,2,1,1,0,0,0,0,0,0,0.0
acetosilla,10,0,0,0,5,1,4,1,5,7,-3,1,1,1,2,1,1,0,0,0,0,0,0,0.0
acetoso,7,0,0,0,4,0,4,0,3,6,3,1,1,1,1,2,1,0,0,0,0,0,0,0.0
acetre,6,0,0,0,3,0,3,0,3,3,-1,1,1,2,1,0,0,1,0,0,0,0,0,0.0
acetrero,8,0,0,0,4,0,4,0,4,5,0,1,1,2,1,1,0,2,0,0,0,0,0,0.0
acetrería,9,1,0,1,5,1,4,0,4,4,8,1,1,2,2,0,0,2,0,0,0,0,0,0.0
acetrinar,9,0,0,0,4,1,3,0,5,6,-8,1,0,1,2,0,0,2,1,0,0,0,0,0.0
acetábulo,9,1,1,0,5,1,4,0,4,8,4,1,1,1,1,1,0,0,0,0,0,0,0,0.0
acetímetro,10,1,1,0,5,1,4,0,5,7,-3,1,1,2,1,1,0,1,0,0,1,0,0,0.0
acetín,6,1,0,1,3,1,2,0,3,5,-3,1,0,1,1,0,0,0,1,0,0,0,0,0.0
acevilar,8,0,0,0,4,1,3,0,4,7,-4,1,0,1,2,0,0,1,0,0,0,0,0,0.0
acezante,8,0,0,0,4,0,4,0,4,5,-2,1,1,2,2,0,0,0,1,0,0,0,0,0.0
acezar,6,0,0,0,3,0,3,0,3,5,-3,1,0,1,2,0,0,1,0,0,0,0,0,0.0
acezo,5,0,0,0,3,0,3,0,2,4,2,1,1,1,1,1,0,0,0,0,0,0,0,0.0
acezoso,7,0,0,0,4,0,4,0,3,6,3,1,1,1,1,2,1,0,0,0,0,0,0,0.0
aceña,5,0,0,0,3,0,3,0,2,4,2,1,1,1,2,0,0,0,0,0,0,0,0,0.0
aceñero,7,0,0,0,4,0,4,0,3,6,3,1,1,2,1,1,0,1,0,0,0,0,0,0.0
achabacanamiento,16,0,0,0,8,1,7,0,8,9,4,1,1,1,5,1,0,0,2,0,1,0,0,0.0
achabacanar,11,0,0,0,5,0,5,0,6,8,-7,1,0,0,5,0,0,1,1,0,0,0,0,0.0
achacable,9,0,0,0,4,0,4,0,5,4,-4,1,1,1,3,0,0,0,0,0,0,0,0,0.0
achacar,7,0,0,0,3,0,3,0,4,4,-5,1,0,0,3,0,0,1,0,0,0,0,0,0.0
achachairú,10,1,0,1,5,2,3,0,5,3,5,1,1,0,3,0,0,1,0,0,0,0,0,0.0
achachay,8,0,0,0,3,0,3,0,5,3,-10,1,0,0,3,0,0,0,0,0,0,0,0,0.0
achacoso,8,0,0,0,4,0,4,0,4,5,2,1,1,0,2,2,1,0,0,0,0,0,0,0.0
achaflanar,10,0,0,0,4,0,4,0,6,5,-11,1,0,0,4,0,0,1,1,0,0,0,0,0.0
achajuanado,11,0,0,0,6,1,5,0,5,6,9,1,1,0,4,1,0,0,1,1,0,0,0,0.0
achajuanarse,12,0,0,0,6,1,5,0,6,5,0,1,1,1,4,0,1,1,1,1,0,0,0,0.0
achalay,7,0,0,0,3,0,3,0,4,4,-5,1,0,0,3,0,0,0,0,0,0,0,0,0.0
achambergado,12,0,0,0,5,0,5,0,7,5,-8,1,1,1,3,1,0,1,0,0,1,0,0,0.0
achampanado,11,0,0,0,5,0,5,0,6,6,-1,1,1,0,4,1,0,0,1,0,1,0,0,0.0
achampañado,11,0,0,0,5,0,5,0,6,6,-1,1,1,0,4,1,0,0,0,0,1,0,0,0.0
achancar,8,0,0,0,3,0,3,0,5,3,-10,1,0,0,3,0,0,1,1,0,0,0,0,0.0
achantar,8,0,0,0,3,0,3,0,5,3,-10,1,0,0,3,0,0,1,1,0,0,0,0,0.0
achaparrado,11,0,0,0,5,0,5,1,6,6,-3,1,1,0,4,1,0,2,0,0,0,0,0,0.0
achaparrarse,12,0,0,0,5,0,5,1,7,5,-12,1,1,1,4,0,1,3,0,0,0,0,0,0.0
achaplinarse,12,0,0,0,5,1,4,0,7,5,-10,1,1,1,3,0,1,1,1,0,0,0,0,0.0
achaque,7,0,0,0,4,1,3,0,3,2,7,1,1,1,2,0,0,0,0,0,0,0,0,0.0
achaquero,9,0,0,0,5,1,4,0,4,4,8,1,1,1,2,1,0,1,0,0,0,0,0,0.0
achaquiento,11,0,0,0,6,2,4,0,5,2,7,1,1,1,2,1,0,0,1,0,0,0,0,0.0
achara,6,0,0,0,3,0,3,0,3,3,1,1,1,0,3,0,0,1,0,0,0,0,0,0.0
acharar,7,0,0,0,3,0,3,0,4,4,-5,1,0,0,3,0,0,2,0,0,0,0,0,0.0
achares,7,0,0,0,3,0,3,0,4,4,-5,1,0,1,2,0,1,1,0,0,0,0,0,0.0
acharolado,10,0,0,0,5,0,5,0,5,7,3,1,1,0,3,2,0,1,0,0,0,0,0,0.0
acharolar,9,0,0,0,4,0,4,0,5,6,-6,1,0,0,3,1,0,2,0,0,0,0,0,0.0
achará,6,1,0,1,3,0,3,0,3,3,1,1,1,0,2,0,0,1,0,0,0,0,0,0.0
achatamiento,12,0,0,0,6,1,5,0,6,5,2,1,1,1,3,1,0,0,1,0,1,0,0,0.0
